rank,lemma,pos,freq
4657,ritirata,n,618
4658,inseguimento,n,618
4659,galleggiare,v,618
4660,condizionato,adj,617
4661,rovescia,n,617
4662,imminente,adj,617
4663,eco,n,617
4664,ottimista,n,617
4665,travestire,v,617
4666,minestra,n,616
4667,irritante,adj,616
4668,insensibile,adj,616
4669,guidatore,n,616
4670,orizzonte,n,616
4671,equazione,n,616
4672,associare,v,616
4673,ugualmente,adv,615
4674,automobile,n,615
4675,formale,adj,615
4676,bridge,n,614
4677,abbandono,n,614
4678,cascata,n,614
4679,scenata,n,614
4680,ingrediente,n,614
4681,spray,n,613
4682,splendore,n,613
4683,umiliante,adj,613
4684,insegnamento,n,613
4685,bollire,v,613
4686,scacciare,v,613
4687,neutralizzare,v,613
4688,frequente,adj,612
4689,accampamento,n,612
4690,intuizione,n,612
4691,igienico,adj,612
4692,lastra,n,612
4693,assurdità,n,611
4694,apollo,n,611
4695,lavandino,n,611
4696,bastoncino,n,611
4697,intimità,n,610
4698,resoconto,n,610
4699,odioso,adj,610
4700,fascia,n,609
4701,commesso,n,609
4702,crepare,v,609
4703,centrare,v,609
4704,intrattenere,v,609
4705,supportare,v,609
4706,vigile,n,608
4707,ormone,n,608
4708,efficiente,adj,608
4709,ergastolo,n,607
4710,erezione,n,607
4711,infernale,adj,607
4712,tutore,n,607
4713,segnalazione,n,607
4714,dominio,n,606
4715,vip,n,606
4716,sfamare,v,606
4717,preservare,v,606
4718,accendino,n,605
4719,limitato,adj,605
4720,scaffale,n,605
4721,culturale,adj,604
4722,storiella,n,604
4723,tuono,n,604
4724,elevato,adj,604
4725,bocciare,v,604
4726,bevuta,n,603
4727,nottata,n,603
4728,sicario,n,603
4729,sonoro,adj,603
4730,arare,v,603
4731,deriva,n,602
4732,stoffa,n,602
4733,avanzo,n,602
4734,pegno,n,602
4735,trattativa,n,602
4736,arancione,adj,601
4737,razionale,adj,601
4738,teschio,n,601
4739,robusto,adj,601
4740,informatico,adj,601
4741,intimidire,v,601
4742,alloggiare,v,601
4743,tranquillare,v,601
4744,comico,adj,600
4745,inaccettabile,adj,600
4746,eccesso,n,600
4747,teatrale,adj,600
4748,tonto,adj,600
4749,servitore,n,600
4750,videogioco,n,600
4751,energetico,adj,600
4752,fantasticare,v,600
4753,sessualmente,adv,599
4754,maggioranza,n,599
4755,catastrofe,n,599
4756,sportello,n,599
4757,arrangiare,v,599
4758,cappella,n,598
4759,regolarmente,adv,597
4760,scampo,n,597
4761,rum,n,596
4762,impostore,n,596
4763,strillare,v,596
4764,liberamente,adv,595
4765,reggimento,n,595
4766,documentazione,n,595
4767,squallido,adj,595
4768,ordinario,adj,595
4769,balcone,n,594
4770,postino,n,594
4771,imprevedibile,adj,594
4772,allergia,n,594
4773,incendiare,v,594
4774,avvicinamento,n,593
4775,manifestazione,n,593
4776,alito,n,592
4777,antibiotico,n,592
4778,alunno,n,592
4779,passero,n,592
4780,piega,n,591
4781,periferia,n,591
4782,nuziale,adj,591
4783,errare,v,591
4784,animare,v,591
4785,bunker,n,590
4786,incisione,n,590
4787,odorare,v,590
4788,omosessuale,adj,589
4789,vegetariano,n,589
4790,accurato,adj,589
4791,camper,n,588
4792,immunità,n,588
4793,eroico,adj,588
4794,demolire,v,588
4795,posa,n,587
4796,pasqua,n,587
4797,decennio,n,587
4798,traslocare,v,587
4799,stordire,v,587
4800,inchinare,v,587
4801,telecomando,n,586
4802,interpretazione,n,586
4803,spremere,v,586
4804,solletico,n,585
4805,pony,n,585
4806,guscio,n,585
4807,serbo,n,585
4808,africano,adj,585
4809,rinascere,v,585
4810,residuo,n,584
4811,polacco,adj,584
4812,farina,n,583
4813,dormitorio,n,583
4814,rivelazione,n,583
4815,tossire,v,583
4816,spavento,n,582
4817,scorciatoia,n,582
4818,banchiere,n,582
4819,incollare,v,582
4820,meccanico,n,581
4821,miserabile,adj,581
4822,santità,n,581
4823,concorrenza,n,581
4824,orlo,n,581
4825,patrigno,n,581
4826,polizza,n,581
4827,collaboratore,n,581
4828,rumoroso,adj,581
4829,favorire,v,581
4830,arbitro,n,580
4831,antidoto,n,580
4832,aeroplano,n,580
4833,tamburo,n,580
4834,deficiente,adj,579
4835,arabo,adj,579
4836,bancomat,n,579
4837,network,n,579
4838,detonatore,n,579
4839,abortire,v,579
4840,plastico,adj,579
4841,necessitare,v,579
4842,custodire,v,579
4843,maledettamente,adv,578
4844,adottivo,adj,578
4845,costituzione,n,577
4846,alcolista,n,577
4847,puzzle,n,576
4848,miglioramento,n,576
4849,discesa,n,575
4850,incirca,adv,575
4851,reattore,n,575
4852,lieve,adj,575
4853,rimpianto,n,575
4854,principalmente,adv,574
4855,poverino,n,574
4856,aids,n,574
4857,facciale,adj,574
4858,pigliare,v,574
4859,reclamare,v,574
4860,schierare,v,574
4861,ratto,adj,573
4862,omega,n,573
4863,tassista,n,573
4864,ombrello,n,573
4865,interiore,adj,573
4866,gradino,n,573
4867,sgombrare,v,573
4868,crudo,adj,573
4869,drive,n,572
4870,bottino,n,572
4871,ragioniere,n,572
4872,officina,n,572
4873,formica,n,572
4874,pappone,n,572
4875,intraprendere,v,572
4876,dorsale,adj,571
4877,nostalgia,n,571
4878,ottavo,adj,571
4879,mercante,n,571
4880,sensato,adj,571
4881,metallico,adj,571
4882,gareggiare,v,571
4883,home,n,570
4884,culla,n,570
4885,affermativo,adj,570
4886,virtuale,adj,570
4887,sherry,n,569
4888,fondamentalmente,adv,569
4889,artiglieria,n,569
4890,decollo,n,569
4891,dialogo,n,569
4892,impalare,v,569
4893,sincerità,n,568
4894,innescare,v,568
4895,precedere,v,568
4896,essenza,n,567
4897,cappuccino,n,567
4898,arrugginire,v,567
4899,sterminare,v,567
4900,stirare,v,567
4901,fortemente,adv,566
4902,lavaggio,n,566
4903,traiettoria,n,566
4904,pappagallo,n,566
4905,parolaccia,n,566
4906,cassonetto,n,565
4907,puntura,n,565
4908,lampadina,n,565
4909,sottolineare,v,565
4910,yacht,n,564
4911,week-end,n,564
4912,soffitta,n,564
4913,coinvolgimento,n,564
4914,alleviare,v,564
4915,incatenare,v,564
4916,scocciare,v,564
4917,fischiare,v,564
4918,poster,n,563
4919,liberazione,n,563
4920,armonia,n,563
4921,velo,n,563
4922,cooperare,v,563
4923,ricadere,v,563
4924,sottomarino,n,562
4925,dinamite,n,562
4926,pisolino,n,562
4927,pancetta,n,561
4928,vicinato,n,561
4929,disobbedire,v,561
4930,boccone,n,560
4931,testata,n,560
4932,democratico,adj,560
4933,sfilata,n,559
4934,municipio,n,559
4935,inaugurazione,n,559
4936,accettabile,adj,559
4937,garza,n,559
4938,matrimoniale,adj,559
4939,vagone,n,559
4940,disprezzo,n,558
4941,motto,n,558
4942,equo,adj,558
4943,capriccio,n,558
4944,disgraziato,adj,557
4945,salmone,n,557
4946,lobo,n,557
4947,leggendario,adj,557
4948,cinematografico,adj,557
4949,graffiare,v,557
4950,esotico,adj,557
4951,omaggio,adj,555
4952,plasma,n,555
4953,verginità,n,555
4954,yogurt,n,555
4955,spugna,n,555
4956,dimora,n,555
4957,commovente,adj,555
4958,scadente,adj,555
4959,oculare,adj,555
4960,comprensivo,adj,555
4961,minare,v,555
4962,organico,adj,555
4963,piombare,v,555
4964,narcotico,n,554
4965,emotivamente,adv,554
4966,dopodichè,adv,554
4967,scartoffia,n,554
4968,esito,n,554
4969,affettuoso,adj,554
4970,impegnativo,adj,554
4971,rush,n,553
4972,duecento,n,553
4973,tabulato,n,553
4974,berretto,n,553
4975,artiglio,n,553
4976,box,n,552
4977,nanna,n,552
4978,maratona,n,552
4979,umiliazione,n,552
4980,promettente,adj,552
4981,erotico,adj,552
4982,collezionare,v,552
4983,affamato,adj,552
4984,frigorifero,n,551
4985,galla,n,551
4986,grembo,n,551
4987,giurisdizione,n,551
4988,coccodrillo,n,551
4989,scavo,n,551
4990,pregiudizio,n,551
4991,tovagliolo,n,551
4992,bullo,n,551
4993,svignare,v,551
4994,sfilare,v,551
4995,yankee,n,550
4996,lontanamente,adv,550
4997,predica,n,550
4998,smarrire,v,550
4999,hangar,n,549
5000,brasile,n,549
